Date,INDV
2016-02-02,10.5
2016-02-03,10.100000381469727
2016-02-04,10.100000381469727
2016-02-05,10.100000381469727
2016-02-08,10.100000381469727
2016-02-09,10.100000381469727
2016-02-10,9.800000190734863
2016-02-11,9.800000190734863
2016-02-12,9.800000190734863
2016-02-16,9.899999618530273
2016-02-17,10.149999618530273
2016-02-18,11.850000381469727
2016-02-19,11.199999809265137
2016-02-22,11.199999809265137
2016-02-23,11.199999809265137
2016-02-24,11.199999809265137
2016-02-25,11.199999809265137
2016-02-26,10.949999809265137
2016-02-29,11.350000381469727
2016-03-01,11.25
2016-03-02,11.25
2016-03-03,11.0
2016-03-04,10.949999809265137
2016-03-07,11.350000381469727
2016-03-08,11.199999809265137
2016-03-09,10.899999618530273
2016-03-10,10.899999618530273
2016-03-11,11.100000381469727
2016-03-14,11.100000381469727
2016-03-15,11.399999618530273
2016-03-16,11.399999618530273
2016-03-17,11.649999618530273
2016-03-18,11.600000381469727
2016-03-21,11.300000190734863
2016-03-22,11.300000190734863
2016-03-23,11.300000190734863
2016-03-24,11.300000190734863
2016-03-28,11.300000190734863
2016-03-29,11.300000190734863
2016-03-30,11.300000190734863
2016-03-31,11.350000381469727
2016-04-01,11.300000190734863
2016-04-04,11.300000190734863
2016-04-05,11.100000381469727
2016-04-06,11.399999618530273
2016-04-07,11.399999618530273
2016-04-08,11.399999618530273
2016-04-11,11.899999618530273
2016-04-12,11.699999809265137
2016-04-13,11.399999618530273
2016-04-14,10.800000190734863
2016-04-15,11.5
2016-04-18,11.649999618530273
2016-04-19,12.300000190734863
2016-04-20,12.300000190734863
2016-04-21,12.300000190734863
2016-04-22,12.300000190734863
2016-04-25,12.300000190734863
2016-04-26,12.350000381469727
2016-04-27,12.100000381469727
2016-04-28,12.100000381469727
2016-04-29,12.100000381469727
2016-05-02,11.399999618530273
2016-05-03,10.300000190734863
2016-05-04,10.399999618530273
2016-05-05,10.399999618530273
2016-05-06,10.5
2016-05-09,10.5
2016-05-10,10.5
2016-05-11,10.899999618530273
2016-05-12,10.899999618530273
2016-05-13,11.100000381469727
2016-05-16,11.199999809265137
2016-05-17,11.199999809265137
2016-05-18,11.199999809265137
2016-05-19,11.699999809265137
2016-05-20,11.699999809265137
2016-05-23,12.0
2016-05-24,12.0
2016-05-25,12.0
2016-05-26,12.0
2016-05-27,12.600000381469727
2016-05-31,12.25
2016-06-01,12.25
2016-06-02,12.25
2016-06-03,16.399999618530273
2016-06-06,16.399999618530273
2016-06-07,15.600000381469727
2016-06-08,15.600000381469727
2016-06-09,15.675000190734863
2016-06-10,15.675000190734863
2016-06-13,15.675000190734863
2016-06-14,15.675000190734863
2016-06-15,16.0
2016-06-16,15.699999809265137
2016-06-17,15.699999809265137
2016-06-20,16.950000762939453
2016-06-21,16.5
2016-06-22,16.100000381469727
2016-06-23,16.600000381469727
2016-06-24,16.600000381469727
2016-06-27,16.600000381469727
2016-06-28,15.050000190734863
2016-06-29,15.75
2016-06-30,16.440000534057617
2016-07-01,16.200000762939453
2016-07-05,16.200000762939453
2016-07-06,16.200000762939453
2016-07-07,16.75
2016-07-08,16.75
2016-07-11,17.450000762939453
2016-07-12,17.5
2016-07-13,17.5
2016-07-14,17.899999618530273
2016-07-15,17.200000762939453
2016-07-18,17.200000762939453
2016-07-19,17.25
2016-07-20,17.549999237060547
2016-07-21,17.549999237060547
2016-07-22,17.450000762939453
2016-07-25,17.450000762939453
2016-07-26,18.0
2016-07-27,18.0
2016-07-28,17.5
2016-07-29,19.200000762939453
2016-08-01,18.899999618530273
2016-08-02,18.899999618530273
2016-08-03,19.450000762939453
2016-08-04,19.399999618530273
2016-08-05,19.399999618530273
2016-08-08,18.799999237060547
2016-08-09,19.0
2016-08-10,18.75
2016-08-11,19.399999618530273
2016-08-12,19.399999618530273
2016-08-15,19.399999618530273
2016-08-16,19.399999618530273
2016-08-17,20.950000762939453
2016-08-18,21.299999237060547
2016-08-19,20.549999237060547
2016-08-22,20.549999237060547
2016-08-23,20.850000381469727
2016-08-24,20.850000381469727
2016-08-25,20.200000762939453
2016-08-26,20.200000762939453
2016-08-29,20.200000762939453
2016-08-30,20.200000762939453
2016-08-31,20.790000915527344
2016-09-01,20.649999618530273
2016-09-02,21.450000762939453
2016-09-06,22.25
2016-09-07,21.299999237060547
2016-09-08,21.25
2016-09-09,21.200000762939453
2016-09-12,21.25
2016-09-13,21.25
2016-09-14,21.25
2016-09-15,21.25
2016-09-16,21.25
2016-09-19,21.25
2016-09-20,21.299999237060547
2016-09-21,21.299999237060547
2016-09-22,21.299999237060547
2016-09-23,21.299999237060547
2016-09-26,19.600000381469727
2016-09-27,19.600000381469727
2016-09-28,19.450000762939453
2016-09-29,19.450000762939453
2016-09-30,19.450000762939453
2016-10-03,19.450000762939453
2016-10-04,19.450000762939453
2016-10-05,19.799999237060547
2016-10-06,20.075000762939453
2016-10-07,19.5
2016-10-10,19.25
2016-10-11,19.25
2016-10-12,18.649999618530273
2016-10-13,19.049999237060547
2016-10-14,19.25
2016-10-17,18.25
2016-10-18,18.899999618530273
2016-10-19,18.899999618530273
2016-10-20,19.049999237060547
2016-10-21,19.049999237060547
2016-10-24,19.049999237060547
2016-10-25,18.649999618530273
2016-10-26,18.649999618530273
2016-10-27,19.399999618530273
2016-10-28,19.399999618530273
2016-10-31,19.399999618530273
2016-11-01,19.200000762939453
2016-11-02,21.850000381469727
2016-11-03,22.600000381469727
2016-11-04,22.600000381469727
2016-11-07,22.600000381469727
2016-11-08,22.600000381469727
2016-11-09,22.600000381469727
2016-11-10,21.549999237060547
2016-11-11,21.549999237060547
2016-11-14,21.399999618530273
2016-11-15,21.600000381469727
2016-11-16,21.600000381469727
2016-11-17,21.0
2016-11-18,21.0
2016-11-21,20.850000381469727
2016-11-22,21.450000762939453
2016-11-23,20.549999237060547
2016-11-25,20.649999618530273
2016-11-28,20.649999618530273
2016-11-29,20.5
2016-11-30,20.399999618530273
2016-12-01,20.200000762939453
2016-12-02,20.0
2016-12-05,20.0
2016-12-06,19.8799991607666
2016-12-07,19.8799991607666
2016-12-08,18.899999618530273
2016-12-09,18.899999618530273
2016-12-12,17.899999618530273
2016-12-13,18.5
2016-12-14,17.75
2016-12-15,17.0
2016-12-16,17.0
2016-12-19,17.25
2016-12-20,17.950000762939453
2016-12-21,17.850000381469727
2016-12-22,18.149999618530273
2016-12-23,18.149999618530273
2016-12-27,18.0
2016-12-28,17.850000381469727
2016-12-29,17.850000381469727
2016-12-30,17.75
2017-01-03,17.75
2017-01-04,17.75
2017-01-05,18.899999618530273
2017-01-06,18.600000381469727
2017-01-09,18.81999969482422
2017-01-10,19.0
2017-01-11,19.0
2017-01-12,18.049999237060547
2017-01-13,19.0
2017-01-17,19.25
2017-01-18,19.399999618530273
2017-01-19,18.899999618530273
2017-01-20,18.700000762939453
2017-01-23,18.299999237060547
2017-01-24,18.049999237060547
2017-01-25,18.899999618530273
2017-01-26,18.5
2017-01-27,18.549999237060547
2017-01-30,18.549999237060547
2017-01-31,18.200000762939453
2017-02-01,19.125
2017-02-02,19.125
2017-02-03,20.0
2017-02-06,20.5
2017-02-07,21.5
2017-02-08,21.700000762939453
2017-02-09,22.0
2017-02-10,22.5
2017-02-13,23.0
2017-02-14,22.950000762939453
2017-02-15,22.950000762939453
2017-02-16,22.56999969482422
2017-02-17,22.450000762939453
2017-02-21,22.600000381469727
2017-02-22,22.600000381469727
2017-02-23,21.049999237060547
2017-02-24,21.799999237060547
2017-02-27,21.600000381469727
2017-02-28,21.600000381469727
2017-03-01,21.600000381469727
2017-03-02,21.350000381469727
2017-03-03,21.799999237060547
2017-03-06,20.850000381469727
2017-03-07,20.850000381469727
2017-03-08,21.350000381469727
2017-03-09,20.25
2017-03-10,20.25
2017-03-13,20.25
2017-03-14,20.25
2017-03-15,20.25
2017-03-16,20.25
2017-03-17,20.25
2017-03-20,20.25
2017-03-21,20.25
2017-03-22,19.700000762939453
2017-03-23,19.700000762939453
2017-03-24,19.350000381469727
2017-03-27,19.350000381469727
2017-03-28,19.350000381469727
2017-03-29,20.149999618530273
2017-03-30,20.399999618530273
2017-03-31,19.850000381469727
2017-04-03,20.399999618530273
2017-04-04,20.09000015258789
2017-04-05,19.670000076293945
2017-04-06,19.25
2017-04-07,19.25
2017-04-10,19.25
2017-04-11,19.549999237060547
2017-04-12,20.135000228881836
2017-04-13,20.135000228881836
2017-04-17,21.200000762939453
2017-04-18,21.200000762939453
2017-04-19,20.75
2017-04-20,20.799999237060547
2017-04-21,20.649999618530273
2017-04-24,20.649999618530273
2017-04-25,20.649999618530273
2017-04-26,20.600000381469727
2017-04-27,20.600000381469727
2017-04-28,20.600000381469727
2017-05-01,21.25
2017-05-02,21.399999618530273
2017-05-03,21.475000381469727
2017-05-04,21.549999237060547
2017-05-05,21.549999237060547
2017-05-08,21.5
2017-05-09,21.5
2017-05-10,21.5
2017-05-11,21.399999618530273
2017-05-12,21.399999618530273
2017-05-15,21.399999618530273
2017-05-16,21.399999618530273
2017-05-17,20.799999237060547
2017-05-18,21.200000762939453
2017-05-19,20.600000381469727
2017-05-22,20.299999237060547
2017-05-23,20.25
2017-05-24,20.25
2017-05-25,21.0
2017-05-26,21.0
2017-05-30,21.0
2017-05-31,21.0
2017-06-01,20.649999618530273
2017-06-02,20.649999618530273
2017-06-05,21.350000381469727
2017-06-06,21.25
2017-06-07,21.25
2017-06-08,21.25
2017-06-09,20.399999618530273
2017-06-12,20.25
2017-06-13,20.299999237060547
2017-06-14,20.299999237060547
2017-06-15,20.0
2017-06-16,20.0
2017-06-19,20.0
2017-06-20,20.0
2017-06-21,20.450000762939453
2017-06-22,20.450000762939453
2017-06-23,20.450000762939453
2017-06-26,20.450000762939453
2017-06-27,20.299999237060547
2017-06-28,20.399999618530273
2017-06-29,20.399999618530273
2017-06-30,20.399999618530273
2017-07-03,20.399999618530273
2017-07-05,20.399999618530273
2017-07-06,20.399999618530273
2017-07-07,20.0
2017-07-10,20.049999237060547
2017-07-11,20.049999237060547
2017-07-12,19.75
2017-07-13,19.75
2017-07-14,19.899999618530273
2017-07-17,19.899999618530273
2017-07-18,19.899999618530273
2017-07-19,20.049999237060547
2017-07-20,20.049999237060547
2017-07-21,20.049999237060547
2017-07-24,20.049999237060547
2017-07-25,20.049999237060547
2017-07-26,20.049999237060547
2017-07-27,23.649999618530273
2017-07-28,23.5
2017-07-31,25.5
2017-08-01,26.049999237060547
2017-08-02,25.0
2017-08-03,25.75
2017-08-04,26.399999618530273
2017-08-07,25.700000762939453
2017-08-08,26.25
2017-08-09,26.25
2017-08-10,26.25
2017-08-11,26.25
2017-08-14,26.100000381469727
2017-08-15,25.899999618530273
2017-08-16,26.5
2017-08-17,26.549999237060547
2017-08-18,26.549999237060547
2017-08-21,26.700000762939453
2017-08-22,26.700000762939453
2017-08-23,26.700000762939453
2017-08-24,26.674999237060547
2017-08-25,26.674999237060547
2017-08-28,27.100000381469727
2017-08-29,26.799999237060547
2017-08-30,26.799999237060547
2017-08-31,27.0
2017-09-01,17.575000762939453
2017-09-05,18.450000762939453
2017-09-06,19.0049991607666
2017-09-07,19.549999237060547
2017-09-08,19.549999237060547
2017-09-11,20.25
2017-09-12,20.450000762939453
2017-09-13,20.350000381469727
2017-09-14,20.100000381469727
2017-09-15,20.649999618530273
2017-09-18,20.549999237060547
2017-09-19,21.25
2017-09-20,21.53499984741211
2017-09-21,21.700000762939453
2017-09-22,22.25
2017-09-25,22.25
2017-09-26,22.135000228881836
2017-09-27,21.75
2017-09-28,22.2549991607666
2017-09-29,22.2549991607666
2017-10-02,22.299999237060547
2017-10-03,22.299999237060547
2017-10-04,22.549999237060547
2017-10-05,23.0
2017-10-06,22.75
2017-10-09,22.975000381469727
2017-10-10,22.975000381469727
2017-10-11,22.5
2017-10-12,22.649999618530273
2017-10-13,22.5
2017-10-16,22.5
2017-10-17,22.5
2017-10-18,22.5
2017-10-19,22.5
2017-10-20,21.850000381469727
2017-10-23,21.75
2017-10-24,21.75
2017-10-25,21.75
2017-10-26,21.75
2017-10-27,21.75
2017-10-30,23.0
2017-10-31,25.0
2017-11-01,26.950000762939453
2017-11-02,25.700000762939453
2017-11-03,25.75
2017-11-06,25.5
2017-11-07,25.049999237060547
2017-11-08,24.850000381469727
2017-11-09,24.850000381469727
2017-11-10,24.649999618530273
2017-11-13,24.799999237060547
2017-11-14,24.799999237060547
2017-11-15,24.850000381469727
2017-11-16,24.850000381469727
2017-11-17,24.924999237060547
2017-11-20,24.649999618530273
2017-11-21,24.469999313354492
2017-11-22,25.045000076293945
2017-11-24,24.350000381469727
2017-11-27,24.350000381469727
2017-11-28,24.25
2017-11-29,24.25
2017-11-30,24.25
2017-12-01,26.149999618530273
2017-12-04,25.0
2017-12-05,24.799999237060547
2017-12-06,24.649999618530273
2017-12-07,24.5
2017-12-08,24.405000686645508
2017-12-11,24.75
2017-12-12,25.530000686645508
2017-12-13,25.149999618530273
2017-12-14,26.549999237060547
2017-12-15,26.399999618530273
2017-12-18,26.850000381469727
2017-12-19,26.850000381469727
2017-12-20,27.25
2017-12-21,27.094999313354492
2017-12-22,27.094999313354492
2017-12-26,27.094999313354492
2017-12-27,26.975000381469727
2017-12-28,26.975000381469727
2017-12-29,27.4950008392334
2018-01-02,27.4950008392334
2018-01-03,27.5
2018-01-04,27.2450008392334
2018-01-05,27.299999237060547
2018-01-08,26.950000762939453
2018-01-09,27.125
2018-01-10,27.125
2018-01-11,27.825000762939453
2018-01-12,28.424999237060547
2018-01-16,27.549999237060547
2018-01-17,27.549999237060547
2018-01-18,27.549999237060547
2018-01-19,27.549999237060547
2018-01-22,28.75
2018-01-23,28.299999237060547
2018-01-24,28.299999237060547
2018-01-25,29.5
2018-01-26,29.299999237060547
2018-01-29,28.299999237060547
2018-01-30,28.299999237060547
2018-01-31,28.299999237060547
2018-02-01,29.364999771118164
2018-02-02,27.899999618530273
2018-02-05,27.25
2018-02-06,27.0
2018-02-07,27.100000381469727
2018-02-08,27.75
2018-02-09,26.81999969482422
2018-02-12,26.959999084472656
2018-02-13,27.850000381469727
2018-02-14,27.850000381469727
2018-02-15,26.475000381469727
2018-02-16,27.0
2018-02-20,26.25
2018-02-21,26.950000762939453
2018-02-22,27.5049991607666
2018-02-23,26.600000381469727
2018-02-26,26.0
2018-02-27,25.600000381469727
2018-02-28,25.850000381469727
2018-03-01,25.850000381469727
2018-03-02,25.850000381469727
2018-03-05,26.350000381469727
2018-03-06,27.0
2018-03-07,27.899999618530273
2018-03-08,27.75
2018-03-09,27.75
2018-03-12,28.0
2018-03-13,28.0
2018-03-14,27.979999542236328
2018-03-15,27.979999542236328
2018-03-16,27.979999542236328
2018-03-19,28.225000381469727
2018-03-20,28.225000381469727
2018-03-21,28.25
2018-03-22,28.25
2018-03-23,28.25
2018-03-26,28.25
2018-03-27,28.0
2018-03-28,28.0
2018-03-29,28.0
2018-04-02,27.850000381469727
2018-04-03,27.825000762939453
2018-04-04,27.649999618530273
2018-04-05,27.950000762939453
2018-04-06,27.90999984741211
2018-04-09,27.649999618530273
2018-04-10,27.649999618530273
2018-04-11,28.364999771118164
2018-04-12,28.450000762939453
2018-04-13,28.450000762939453
2018-04-16,28.450000762939453
2018-04-17,28.450000762939453
2018-04-18,30.174999237060547
2018-04-19,30.399999618530273
2018-04-20,30.399999618530273
2018-04-23,31.5
2018-04-24,30.959999084472656
2018-04-25,31.06999969482422
2018-04-26,31.05500030517578
2018-04-27,31.799999237060547
2018-04-30,31.5
2018-05-01,31.399999618530273
2018-05-02,30.649999618530273
2018-05-03,30.649999618530273
2018-05-04,30.649999618530273
2018-05-07,30.75
2018-05-08,31.450000762939453
2018-05-09,32.025001525878906
2018-05-10,31.309999465942383
2018-05-11,31.350000381469727
2018-05-14,30.899999618530273
2018-05-15,30.899999618530273
2018-05-16,31.44499969482422
2018-05-17,31.600000381469727
2018-05-18,31.149999618530273
2018-05-21,31.790000915527344
2018-05-22,31.489999771118164
2018-05-23,31.674999237060547
2018-05-24,31.149999618530273
2018-05-25,31.375
2018-05-29,31.375
2018-05-30,31.774999618530273
2018-05-31,32.025001525878906
2018-06-01,32.25
2018-06-04,32.32500076293945
2018-06-05,33.599998474121094
2018-06-06,33.599998474121094
2018-06-07,33.29999923706055
2018-06-08,33.400001525878906
2018-06-11,32.75
2018-06-12,33.20000076293945
2018-06-13,33.20000076293945
2018-06-14,33.20000076293945
2018-06-15,23.0
2018-06-18,24.799999237060547
2018-06-19,23.440000534057617
2018-06-20,24.25
2018-06-21,24.25
2018-06-22,24.25
2018-06-25,25.5
2018-06-26,25.5
2018-06-27,24.899999618530273
2018-06-28,25.0
2018-06-29,25.219999313354492
2018-07-02,25.0
2018-07-03,25.100000381469727
2018-07-05,25.100000381469727
2018-07-06,24.5
2018-07-09,24.924999237060547
2018-07-10,25.014999389648438
2018-07-11,17.75
2018-07-12,19.25
2018-07-13,19.450000762939453
2018-07-16,23.100000381469727
2018-07-17,23.274999618530273
2018-07-18,23.25
2018-07-19,22.59000015258789
2018-07-20,22.0
2018-07-23,21.0
2018-07-24,21.850000381469727
2018-07-25,19.75
2018-07-26,20.174999237060547
2018-07-27,21.100000381469727
2018-07-30,19.950000762939453
2018-07-31,20.0
2018-08-01,20.0
2018-08-02,20.0
2018-08-03,19.549999237060547
2018-08-06,19.549999237060547
2018-08-07,18.950000762939453
2018-08-08,19.315000534057617
2018-08-09,18.899999618530273
2018-08-10,18.899999618530273
2018-08-13,18.899999618530273
2018-08-14,18.299999237060547
2018-08-15,18.299999237060547
2018-08-16,17.600000381469727
2018-08-17,17.795000076293945
2018-08-20,16.950000762939453
2018-08-21,16.5
2018-08-22,16.799999237060547
2018-08-23,17.0
2018-08-24,17.0
2018-08-27,17.475000381469727
2018-08-28,17.299999237060547
2018-08-29,17.575000762939453
2018-08-30,17.575000762939453
2018-08-31,17.575000762939453
2018-09-04,16.825000762939453
2018-09-05,16.55500030517578
2018-09-06,16.55500030517578
2018-09-07,16.649999618530273
2018-09-10,16.649999618530273
2018-09-11,16.649999618530273
2018-09-12,17.625
2018-09-13,17.625
2018-09-14,17.625
2018-09-17,17.200000762939453
2018-09-18,17.200000762939453
2018-09-19,17.649999618530273
2018-09-20,17.649999618530273
2018-09-21,17.649999618530273
2018-09-24,17.149999618530273
2018-09-25,16.9950008392334
2018-09-26,13.760000228881836
2018-09-27,11.800000190734863
2018-09-28,12.100000381469727
2018-10-01,12.850000381469727
2018-10-02,11.75
2018-10-03,12.824999809265137
2018-10-04,13.0
2018-10-05,13.0
2018-10-08,13.0
2018-10-09,12.75
2018-10-10,13.449999809265137
2018-10-11,13.449999809265137
2018-10-12,13.449999809265137
2018-10-15,12.850000381469727
2018-10-16,12.800000190734863
2018-10-17,12.5
2018-10-18,12.75
2018-10-19,12.875
2018-10-22,12.899999618530273
2018-10-23,12.899999618530273
2018-10-24,12.899999618530273
2018-10-25,11.75
2018-10-26,11.75
2018-10-29,11.5
2018-10-30,11.5
2018-10-31,11.850000381469727
2018-11-01,11.850000381469727
2018-11-02,13.100000381469727
2018-11-05,12.890000343322754
2018-11-06,13.789999961853027
2018-11-07,13.649999618530273
2018-11-08,13.649999618530273
2018-11-09,13.5
2018-11-12,13.5
2018-11-13,13.75
2018-11-14,13.369999885559082
2018-11-15,13.369999885559082
2018-11-16,12.550000190734863
2018-11-19,12.75
2018-11-20,7.449999809265137
2018-11-21,7.449999809265137
2018-11-23,7.449999809265137
2018-11-26,7.449999809265137
2018-11-27,7.449999809265137
2018-11-28,6.050000190734863
2018-11-29,6.199999809265137
2018-11-30,6.25
2018-12-03,6.25
2018-12-04,6.199999809265137
2018-12-06,5.300000190734863
2018-12-07,5.300000190734863
2018-12-10,4.760000228881836
2018-12-11,5.150000095367432
2018-12-12,5.5
2018-12-13,5.710000038146973
2018-12-14,5.800000190734863
2018-12-17,5.800000190734863
2018-12-18,7.025000095367432
2018-12-19,7.025000095367432
2018-12-20,7.150000095367432
2018-12-21,7.449999809265137
2018-12-24,6.550000190734863
2018-12-26,6.599999904632568
2018-12-27,6.699999809265137
2018-12-28,6.650000095367432
2018-12-31,6.75
2019-01-02,7.170000076293945
2019-01-03,6.849999904632568
2019-01-04,8.100000381469727
2019-01-07,7.675000190734863
2019-01-08,7.809999942779541
2019-01-09,7.824999809265137
2019-01-10,7.949999809265137
