Date,DEC
2025-08-13,14.99065113067627
2025-08-14,14.892416000366211
2025-08-15,14.833475112915039
2025-08-18,14.853121757507324
2025-08-19,14.853121757507324
2025-08-20,15.413061141967773
2025-08-21,15.91405963897705
2025-08-22,16.30699920654297
2025-08-25,15.963176727294922
2025-08-26,16.0810604095459
2025-08-27,16.139999389648438
2025-08-28,16.610000610351562
2025-08-29,16.469999313354492
2025-09-02,15.899999618530273
2025-09-03,15.710000038146973
2025-09-04,15.529999732971191
2025-09-05,15.050000190734863
2025-09-08,14.869999885559082
2025-09-09,15.579999923706055
2025-09-10,15.739999771118164
2025-09-11,15.729999542236328
2025-09-12,15.3100004196167
2025-09-15,15.199999809265137
2025-09-16,15.40999984741211
2025-09-17,14.039999961853027
2025-09-18,14.25
2025-09-19,14.020000457763672
